用户ID,信用评分
12202,99.29
13275,99.37
13407,99.45
17346,99.1
17417,98.91
17434,99.81
18706,99.05
19064,98.35
20032,99.79
21264,7.62
2168,96.92
2335,95.81
23591,8.06
23639,20.08
4901,41.02
25365,6.9
5516,99.83
6400,99.81
6614,99.8
6881,99.43
8807,99.41
9425,99.64
10370,99.44
13061,96.04
13477,98.8
16817,99.43
20301,96.43
21220,80.0
21282,8.21
1029,88.68
21822,7.28
22659,61.74
23349,14.12
23586,11.51
4031,83.89
4067,35.91
24184,25.48
24806,9.44
5744,99.86
6610,99.93
7062,99.54
7237,99.62
8030,99.4
9721,97.44
20572,59.73
13975,99.5
16393,97.47
16567,98.67
17005,99.8
17526,99.91
17554,99.0
17583,99.77
18201,98.99
18271,99.91
19205,81.23
20247,99.14
20851,62.42
21529,68.04
23434,55.64
23909,37.55
4869,27.91
24763,5.13
5030,18.55
5176,92.49
25501,41.36
5,99.46
6270,97.79
6529,99.68
7043,99.23
10403,99.32
11404,99.13
11963,98.81
13607,99.3
13736,97.0
13826,96.42
13943,99.33
15559,99.13
20224,98.3
425,6.99
712,83.1
21444,7.51
22811,10.14
4513,89.78
24528,30.15
24841,7.69
6112,98.37
8041,99.69
8500,99.83
12001,98.89
12131,99.36
12620,99.6
16501,99.85
17139,98.19
17724,99.82
19004,99.78
20323,99.75
21039,5.2
2643,52.58
3127,86.26
3690,97.18
23787,11.16
23935,9.04
4507,69.41
24907,11.19
5180,67.45
25507,61.02
5950,97.14
8936,97.3
9537,98.83
9604,99.3
10405,99.89
10781,98.0
12413,99.94
13197,96.84
13542,99.38
16274,99.7
16943,98.39
17297,96.28
17311,99.38
17642,99.69
18985,99.15
21705,39.3
2166,85.95
2749,67.37
24141,13.24
24607,32.93
24742,59.37
24815,22.38
6220,83.62
7993,98.98
8479,99.83
10860,99.37
11772,98.39
12279,99.78
14193,98.72
14221,88.97
14242,99.29
20812,72.97
380,81.49
437,5.31
21364,7.1
22450,7.82
22737,20.14
3358,98.46
23546,40.75
23589,59.7
4072,94.43
24202,20.5
4717,67.3
24955,16.36
4998,45.39
5860,97.79
6470,97.81
7300,99.16
7811,99.02
8153,93.85
10640,99.57
11110,99.84
11296,98.42
20550,47.19
12824,97.22
18138,99.64
740,95.98
21737,86.61
22187,48.6
2909,93.17
22469,31.68
23303,18.0
23507,12.56
23687,17.93
24234,32.62
4703,87.79
4814,65.74
25585,5.86
8436,99.84
8468,98.91
9067,98.83
9475,99.86
9705,97.05
10207,97.3
10367,99.63
11100,97.62
11363,99.16
14386,97.65
20848,11.12
21312,12.57
726,70.76
2240,52.6
22072,18.36
3652,61.04
23758,31.57
23888,44.53
23940,62.89
24053,43.33
4456,96.47
24545,10.15
6893,99.03
7375,99.68
7483,99.43
7713,96.24
9735,89.02
10649,99.67
10775,99.48
10804,99.58
11591,99.06
13027,99.77
14096,99.16
16238,98.38
17929,99.75
19330,98.06
21324,8.74
1695,95.12
21704,91.43
2179,53.03
2677,96.82
22282,40.42
23128,33.38
23556,71.31
4095,35.33
5074,59.79
25660,43.47
5780,99.94
7654,99.77
8528,99.02
10203,96.95
11069,97.95
12316,99.44
14575,99.25
14828,97.36
15835,94.27
16140,95.03
16875,98.31
20061,81.01
20931,16.97
21229,67.87
1258,90.18
1521,93.24
2440,93.74
3202,48.59
23126,80.03
23391,62.01
3938,96.83
23630,5.51
4734,92.51
5142,20.96
6002,99.93
6437,99.53
6550,99.86
6687,99.47
7018,98.76
8863,99.42
9602,98.91
10812,92.3
11753,99.83
12399,98.77
13507,97.97
14906,98.91
15605,98.14
16995,99.84
17420,99.66
18595,99.0
19098,98.91
2149,98.06
2167,94.67
21864,9.85
22318,7.07
3013,94.2
3764,83.05
25515,14.83
5304,88.69
6969,98.96
7662,97.96
8853,99.28
9304,99.68
9739,99.84
9849,99.51
11995,96.01
13245,99.66
13771,98.56
14074,99.05
14863,97.22
15296,99.65
15433,98.26
18311,98.49
20894,39.55
20954,9.58
533,93.6
2020,92.93
22466,52.6
22538,6.59
23442,37.18
4416,94.19
24642,10.05
5437,99.78
6349,99.04
7255,99.79
20421,98.38
7797,98.36
8061,99.97
8968,98.84
10244,99.35
10654,99.72
12211,98.69
14498,98.73
14842,99.77
15756,97.74
15784,98.75
19600,93.52
20111,98.85
636,14.46
1296,97.25
1581,94.36
3222,88.64
4178,63.61
4538,30.48
24495,20.38
24892,8.46
24906,40.16
5882,99.72
10051,97.56
10625,99.83
11234,99.36
127,91.58
13815,99.83
14101,98.32
15218,96.55
15368,99.71
19200,99.91
20128,93.27
21521,26.47
2472,96.22
22139,23.47
2975,49.85
3041,50.26
22584,8.9
22938,8.66
23393,16.72
3892,76.93
4597,52.41
24665,57.23
25527,28.8
6185,99.66
6307,96.93
6633,99.8
6886,98.56
7507,99.77
9087,99.68
10774,99.54
11444,99.54
12583,99.11
13174,99.46
18391,99.52
18438,99.53
18897,94.79
258,96.32
2412,60.32
22913,17.54
3288,52.04
23736,9.48
23747,5.37
4357,84.85
5019,80.41
25424,30.62
5164,94.34
5417,97.47
5583,99.33
5901,90.25
6471,99.04
9756,98.97
73,99.15
11240,98.86
12466,99.68
13697,98.95
14771,99.87
15950,98.96
16234,98.69
16375,98.68
21221,8.16
1585,87.15
1763,98.04
23009,5.53
23500,46.98
24478,7.1
24705,11.44
24924,7.38
5519,98.62
6032,99.89
6734,99.89
9560,99.98
11204,98.71
12116,98.87
12572,99.78
14568,99.81
15194,98.89
17789,99.86
898,88.56
1030,98.8
21599,46.48
1718,97.06
22039,14.76
22156,8.28
2628,83.64
23338,22.54
23797,9.11
24211,22.57
4755,46.01
24723,14.13
25384,27.13
20402,87.69
6993,95.44
8204,99.86
8419,99.75
9031,98.51
11137,99.37
98,94.22
12208,99.57
12879,99.12
13799,77.09
20836,10.65
20911,7.71
546,93.89
685,63.17
22057,11.19
22507,6.78
3790,67.45
23511,18.74
24052,19.78
24534,16.51
25074,13.09
25187,21.11
5766,98.43
5939,99.65
6232,99.26
6395,86.17
9623,99.17
11886,99.88
14401,99.52
16772,97.2
18145,96.57
19643,99.73
20861,10.55
22870,7.07
3535,87.93
23547,7.88
24092,10.82
4650,95.85
24727,19.88
25198,7.79
7046,99.55
7379,99.19
7737,96.9
8319,97.14
20495,92.76
11840,99.34
13373,99.21
14850,99.21
16799,98.55
17146,99.71
17895,99.65
20702,31.72
19836,99.52
19894,99.96
693,76.63
21494,9.26
1523,87.38
2639,91.9
2940,91.23
4383,86.54
4672,38.99
24887,6.59
5705,96.73
6004,71.9
6306,99.71
6601,92.62
8089,99.83
10115,98.99
11264,99.54
11817,94.27
12157,99.62
13007,98.39
13597,96.61
14120,97.72
14835,99.83
15263,98.87
15668,98.84
17019,99.71
17916,99.64
18214,97.24
18914,99.26
22419,12.57
23226,38.89
23373,26.02
3731,63.61
4807,66.94
25470,5.2
8278,98.62
9337,99.86
20470,23.28
9412,97.21
9596,99.84
10107,97.02
11771,99.83
13032,97.68
14964,98.9
15087,99.21
15949,99.57
16762,95.86
19690,99.51
492,94.51
917,91.63
2494,86.25
23399,87.2
4022,64.15
4404,53.07
5140,40.39
25484,25.78
10182,99.03
10927,99.7
12294,99.59
12371,99.76
12591,99.12
13532,97.9
15178,98.89
15422,98.99
16693,99.41
21012,14.57
1537,96.68
21686,59.92
3105,87.5
22715,5.77
22796,37.04
24201,20.41
4563,79.83
25372,18.63
5731,99.78
6917,99.6
7148,99.6
7873,99.77
8772,98.46
8868,98.98
12005,99.01
13450,97.11
15268,59.31
15340,99.62
16344,99.81
16691,99.14
17824,99.61
18427,96.9
21643,21.32
21711,5.77
2069,86.17
3363,88.5
24009,46.62
24833,7.34
6217,92.24
6315,99.95
7272,99.34
7470,99.17
8525,97.2
9955,98.37
10611,99.05
11686,99.96
12561,99.25
13445,99.27
14579,94.87
18663,99.2
910,96.54
22425,22.7
22891,7.55
3287,70.91
3682,92.93
3716,51.98
24047,7.73
24508,19.39
5135,84.57
5278,83.32
6386,99.19
7063,98.81
20483,67.48
9810,99.52
11889,99.34
12910,99.19
13438,94.57
13626,99.26
14154,96.47
15110,99.9
16048,99.5
16705,99.73
18495,99.9
18998,98.05
19994,99.64
635,35.1
1571,94.76
22858,6.09
3372,14.97
4493,62.11
24145,5.96
25576,93.45
5627,99.87
6036,85.54
8400,99.36
8759,99.9
8942,98.31
9466,99.29
12676,98.46
12752,98.98
20593,16.38
14063,98.39
16804,93.44
17665,96.62
20217,94.14
20758,80.13
21316,17.08
1171,90.29
4442,51.1
24340,27.12
24635,20.55
5126,41.21
5343,98.6
13120,99.1
15155,99.3
16117,88.59
16137,99.64
16242,99.27
20651,78.14
16746,94.24
19596,99.39
818,97.15
983,83.78
21562,77.37
1858,88.6
21777,27.62
21906,10.0
2533,78.98
22542,33.6
22815,5.51
3398,58.91
4412,25.27
25136,7.13
5053,53.36
6706,98.76
6879,99.92
7355,99.79
7496,99.6
9262,99.62
9732,96.45
10113,99.46
10429,97.25
14023,99.18
16324,98.7
16711,99.68
17302,99.77
17796,99.92
17902,99.68
255,88.61
20207,98.99
2051,53.6
2223,82.84
2518,79.59
3049,93.77
22982,15.28
3981,50.78
24826,18.9
7103,99.92
20432,9.87
10301,95.21
11987,99.49
13971,98.17
19237,98.9
19946,98.81
19988,97.94
20883,10.13
405,49.67
21209,5.41
1275,76.48
21889,11.7
22049,7.08
23397,6.66
23414,49.14
4143,57.02
4637,71.56
7734,98.18
20513,73.67
11971,99.39
13834,98.78
14012,99.39
17655,98.53
18178,99.83
19118,93.69
20840,5.9
751,90.07
1486,89.21
21642,6.19
2950,37.5
22503,11.37
3356,24.17
23899,11.51
23917,43.63
4961,29.64
6749,99.49
7253,99.59
8086,99.75
8902,99.6
9072,92.18
9485,99.4
10790,99.78
11013,99.82
11099,99.83
11190,94.99
12112,99.95
12171,93.38
13016,99.88
16955,99.56
17964,95.85
18615,99.89
21158,11.64
2553,33.22
22428,9.28
23133,18.57
24155,25.49
4619,39.13
4716,13.12
7576,99.81
8517,98.95
9843,99.43
10971,99.46
11920,95.1
13773,98.7
14000,99.68
14266,97.25
15214,99.19
15471,99.49
15640,99.01
15787,98.29
15820,99.4
17626,98.69
19071,99.19
19528,98.78
305,97.14
21546,17.86
3122,68.83
4246,93.55
4420,57.66
24475,8.25
24594,20.09
6242,99.57
7220,98.5
9132,99.65
10938,98.89
11572,99.19
14871,99.7
16502,98.4
17334,98.84
17914,99.57
18581,96.92
18839,99.77
19490,99.24
19568,95.73
808,95.96
1720,99.13
2866,89.03
22463,28.97
3578,65.6
3952,94.85
5012,87.55
5340,94.86
6570,96.85
6696,99.75
7020,99.93
7172,99.78
7285,99.24
9062,99.67
9805,99.21
9861,99.81
9900,99.92
12084,99.67
12343,99.88
14107,93.48
15765,98.34
16839,98.96
19544,99.33
20830,16.15
21193,5.28
21666,28.85
2367,93.12
22287,13.0
25154,15.13
5895,99.73
6440,90.66
8503,97.33
10389,98.29
10558,97.84
10837,97.16
11380,99.92
12864,98.26
12869,75.24
13569,99.85
14468,99.47
18116,96.42
18242,98.54
18499,99.66
19085,91.43
21273,54.25
22337,14.69
22704,46.42
25341,34.88
25390,5.52
6435,99.19
7768,97.19
8569,99.59
12017,99.12
13922,77.04
15367,99.91
15609,98.51
15936,99.79
19579,99.63
20796,78.7
436,9.74
836,99.15
1483,96.77
2621,99.4
3592,92.71
23739,28.9
4101,88.78
4746,85.53
25126,8.76
25473,13.11
9311,99.89
9889,99.86
10590,99.29
10613,99.77
11199,98.87
11918,99.19
12640,99.06
14423,99.59
19457,98.49
1229,87.23
21592,47.91
23025,14.3
3555,90.09
23413,5.85
24403,5.65
24586,58.12
24762,6.56
6193,99.61
7919,99.85
8179,99.59
9204,97.41
10309,98.83
11263,98.86
12128,79.99
20594,44.89
13436,97.14
14432,98.51
17306,99.83
17333,99.7
19220,99.61
19637,97.28
20908,5.23
565,52.72
22746,6.71
4085,67.17
23977,14.82
24020,9.03
5710,97.32
10019,99.53
11197,99.67
14681,94.62
15437,99.95
16721,99.39
17588,97.92
17781,99.85
17812,98.29
18485,99.51
820,99.59
21531,26.27
21617,9.91
1699,98.8
1985,90.16
2034,95.53
21883,76.7
3253,90.56
23002,17.81
25305,8.68
7069,97.01
8004,98.82
9457,94.27
10060,94.8
14284,99.69
14394,93.78
14542,98.37
14675,72.14
16142,96.61
18395,98.09
18530,99.38
19252,99.56
20719,30.41
19555,98.29
426,8.23
21355,81.23
1516,95.53
1872,98.42
22700,59.51
3173,96.97
23121,28.27
9839,98.81
9912,99.46
10580,99.7
10645,99.91
11177,97.56
13861,99.58
14470,99.77
14958,99.5
16507,30.95
17437,99.71
17714,99.85
18280,98.36
18449,89.07
19662,99.26
21178,5.28
1631,93.62
1912,82.47
2514,92.71
2728,55.13
23902,27.93
25195,10.65
7166,99.83
9333,94.01
11111,97.69
12049,99.03
14629,99.74
17486,98.13
18318,99.89
19067,98.51
19776,98.44
20878,43.78
20897,44.25
21306,23.32
886,74.24
1061,87.98
21943,43.88
22362,15.03
3054,25.52
4077,62.16
20390,91.46
7362,99.04
7682,97.57
9821,99.07
9953,99.33
10202,98.89
10573,99.88
13654,98.35
15095,95.07
16185,99.35
17337,99.47
17501,99.58
18504,99.79
20142,94.97
967,98.7
1347,97.29
2101,73.21
2109,90.53
2860,60.82
24523,70.0
24734,8.99
25110,23.31
5048,94.39
7601,99.01
9480,99.87
13497,99.28
13528,99.64
14208,99.85
17768,98.94
20694,49.22
21181,27.42
762,76.3
1155,89.21
1540,99.17
2061,83.32
22174,7.49
2709,47.54
3073,75.24
3285,64.55
3772,22.46
23861,23.04
23956,38.53
25383,20.91
5722,93.5
7177,97.59
9655,98.72
10251,99.83
11023,97.23
126,95.94
14287,88.63
15653,76.11
18036,98.2
19724,99.51
20985,5.79
21029,11.83
1112,98.6
1354,78.35
1440,85.61
21858,26.75
22396,13.62
4347,85.84
4355,49.49
6534,99.86
9099,99.97
10642,99.94
11096,99.08
11320,99.87
11433,99.64
94,99.43
12341,99.92
12856,83.37
12898,99.55
15689,99.06
16148,99.91
17038,99.56
1168,65.24
22326,12.97
22341,14.47
22619,31.21
4979,29.79
25419,24.21
7835,99.41
8490,99.61
9899,99.88
10529,99.67
13935,99.74
15360,98.93
17689,99.96
17858,91.44
18389,99.39
19161,66.04
20211,98.24
20798,27.99
20967,5.77
727,85.11
847,95.17
1835,96.97
2021,95.05
3665,40.99
3884,90.8
4863,81.13
25095,26.31
20404,56.68
8835,98.85
9019,99.51
9937,99.77
14479,99.81
20636,50.26
17255,99.81
17612,99.73
18224,99.11
20367,93.57
656,68.68
764,93.61
1082,88.09
21936,39.22
22239,68.28
22358,32.87
3756,33.28
23605,12.37
23619,19.79
24535,44.26
24802,42.18
5225,97.02
6153,97.63
7078,99.76
7513,99.92
11770,88.45
13216,98.84
14461,99.56
15358,99.6
15744,99.89
18607,99.68
1580,59.87
2347,38.19
22648,44.0
3626,92.74
24219,19.36
4956,56.61
5235,47.5
9232,99.51
9580,99.71
9796,99.0
12458,97.53
12987,99.78
13883,99.59
14965,98.25
15527,98.96
15948,99.73
16367,77.4
16526,98.78
19210,99.76
431,15.36
1959,97.9
21840,80.82
2441,54.61
2791,36.42
23238,8.76
23921,8.65
5465,99.71
20381,98.39
12184,99.32
20588,95.16
13319,99.52
155,99.17
186,97.43
17425,97.35
18219,95.99
18693,98.59
19228,99.37
19269,95.06
20166,99.36
20842,33.57
21792,49.06
2108,87.13
22232,44.05
23244,5.5
3841,66.73
4943,88.32
1,94.94
5430,99.11
10787,98.78
101,99.75
14343,98.6
16467,99.51
17125,99.22
221,98.03
513,63.33
2465,81.34
22137,14.34
2822,92.39
23273,25.65
3669,71.84
23474,6.25
3955,93.73
23644,14.13
5010,84.02
6431,99.41
7861,99.88
7936,99.75
9586,96.66
11765,99.92
13777,99.66
15104,99.79
17674,97.98
327,97.47
2273,81.2
21998,8.9
22581,16.28
22918,37.23
23216,23.17
23229,18.23
4151,50.71
24931,35.06
6397,99.62
7627,98.3
8082,99.88
9426,99.27
9890,97.4
11241,99.12
20537,84.37
17696,99.05
17752,99.4
19467,99.94
19745,99.61
21839,52.88
21849,21.03
2342,80.39
23429,11.22
4759,13.83
24790,13.77
25105,12.6
5682,99.57
7252,98.26
8731,99.69
58,12.13
9697,99.92
9954,98.79
13704,98.77
13864,99.53
14213,99.06
15078,99.57
18237,97.23
19636,99.38
21706,55.63
22994,57.91
24590,17.74
5041,88.87
5047,6.89
25519,58.38
6464,98.8
7184,99.36
8438,99.26
8677,99.27
10880,98.4
12392,99.49
14778,98.56
15426,99.78
15893,99.34
15942,98.38
17744,99.82
18934,99.9
21234,11.45
22079,48.78
22962,18.73
23060,6.38
3798,90.09
3882,31.03
24717,14.17
25115,25.81
5651,99.94
6417,99.12
8387,94.71
10237,99.81
11393,99.39
11713,99.62
11715,99.78
12642,99.48
13589,99.4
20022,98.71
21019,5.42
21088,38.03
677,12.94
2098,87.89
21821,49.6
23049,75.35
23074,12.88
24242,30.96
24273,50.74
5033,27.76
5906,98.49
7266,98.17
8581,96.98
8780,98.99
13500,98.14
140,99.84
20613,15.87
14801,99.64
16095,99.42
19943,98.98
20370,97.18
21070,16.36
807,94.98
2555,89.0
3907,79.87
4945,32.12
4982,89.71
6047,99.65
6636,99.6
7967,99.82
8177,91.21
10110,97.06
11000,97.15
11516,98.66
11725,99.84
12104,98.76
12773,99.03
13106,99.96
13187,99.58
14226,99.01
15379,95.41
16203,99.92
1075,88.27
1142,33.32
22559,59.5
24419,18.85
24465,16.87
5406,99.12
6125,99.59
6173,99.78
6920,98.91
7949,99.68
9263,98.78
9518,98.96
10622,92.48
11149,98.7
17380,98.95
19829,98.85
716,86.71
1224,98.84
21824,46.07
22860,5.63
23835,25.25
4245,91.21
24239,35.48
24883,24.28
5367,93.28
6803,99.59
9658,99.33
10349,99.52
20525,60.65
15840,99.32
16160,99.74
16219,99.79
19046,99.02
19754,99.74
20949,14.15
812,94.92
1320,88.02
2513,94.99
2738,78.77
22914,29.08
23117,73.71
23331,15.99
23523,77.7
4430,48.8
4542,91.39
4656,89.47
25577,17.01
7079,99.61
7964,96.09
8668,99.17
16019,99.78
18335,99.22
18850,99.77
20916,17.2
1401,78.75
1846,95.62
2297,60.45
2468,61.18
3019,98.02
23267,10.01
24099,7.05
24749,7.58
24758,31.23
5186,87.14
8531,99.88
9630,99.24
9800,99.83
11126,99.94
11720,99.5
13050,99.55
13059,99.88
15770,99.39
16754,98.91
16879,97.39
17936,97.99
17988,99.09
19818,99.91
1764,92.55
21939,47.77
23203,17.16
4803,65.07
25589,15.33
6203,99.3
11058,99.81
13384,91.98
13775,94.75
15135,99.18
15331,98.96
15911,99.5
15997,99.33
16689,99.14
17060,99.1
17677,99.48
19023,96.45
20913,18.85
2044,84.14
22017,7.55
22133,12.95
23475,11.63
5836,99.65
6653,94.97
6757,98.91
6936,99.16
7346,99.57
9075,99.7
11277,99.62
15720,96.92
15864,98.67
16246,96.01
16300,94.09
20202,93.79
21664,52.27
22290,22.29
22640,8.67
22755,14.61
4432,80.23
25346,37.77
7410,98.94
8435,99.26
8440,99.92
9138,98.22
10238,98.84
10980,98.69
12348,99.26
15929,96.99
19418,99.76
19726,98.82
20180,96.72
21420,7.22
23078,6.63
3437,62.32
3865,77.34
4454,74.47
24310,6.66
5022,44.0
5771,99.59
5799,99.34
6988,99.22
8641,95.21
8697,99.91
8829,98.61
8878,99.71
9895,99.38
20508,49.04
10842,86.74
13684,99.6
14351,99.22
15483,99.01
16441,99.38
18363,97.15
19021,96.68
20045,95.65
590,59.86
2839,77.2
24255,58.2
25102,16.27
7083,98.58
7218,99.43
8566,96.61
10193,99.82
10365,99.63
10904,98.82
14105,99.72
14257,98.75
14887,95.69
16131,97.02
17941,94.68
18662,99.82
18758,99.66
20974,8.78
21563,65.77
1547,87.29
1582,92.64
1790,98.33
22003,93.55
4521,29.0
24410,10.69
7099,97.52
9102,99.13
9238,99.88
12500,97.88
